id,short_name,long_name,age,height_cm,weight_kg,nationality,club,preferred_foot,player_positions,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,overall,potential
251272,F. Tavares,Fabio Tavares,18,180,70,England,Rochdale,Right,ST,80,49,44,56,22,49,,,,,,,53,69
251476,L. Green-Birch,Lucas Green-Birch,18,178,75,England,Port Vale,Right,"CAM, CM",70,39,51,52,35,56,,,,,,,53,69
251556,G. Alexander,George Alexander,18,178,78,England,Millwall,Right,ST,60,53,36,51,18,51,,,,,,,53,69
252163,A. Ousmane,Abdoulaye Ousmane,19,183,73,France,Valenciennes FC,Right,"CB, CDM",55,24,27,30,54,55,,,,,,,53,69
252498,P. Zaucha,Patryk Zaucha,19,175,67,Poland,Cracovia,Left,LM,71,50,50,51,24,43,,,,,,,53,69
233408,Guo Tianyu,Tianyu Guo,20,192,80,China PR,Wuhan Zall,Right,ST,55,47,41,52,34,57,,,,,,,53,68
237157,G. McMahon,George McMahon,19,191,86,England,Burnley,Right,GK,,,,,,,55,53,52,54,35,52,53,68
243347,A. Bærtelsen,Anders Bærtelsen,19,189,78,Denmark,Aalborg BK,Right,CB,63,25,35,38,51,54,,,,,,,53,68
245057,R. Ferrario,Rafael Ferrario,19,186,76,Argentina,Club Atlético Huracán,Right,GK,,,,,,,56,47,58,59,24,47,53,68
245866,L. Pelletier,Louis Pelletier,19,186,75,France,RC Strasbourg Alsace,Right,GK,,,,,,,51,59,55,55,21,45,53,68
246116,W. Mikalsen,William Moan Mikalsen,18,175,70,Norway,FK Bodø/Glimt,Right,"RB, ST",65,36,47,44,53,48,,,,,,,53,68
246446,T. Pugh,Tom Pugh,18,174,64,Wales,Scunthorpe United,Right,CM,69,43,50,55,49,59,,,,,,,53,68
247873,F. Mawana,Filston Mawana,19,169,67,Sweden,Hammarby IF,Left,LW,77,50,44,57,23,45,,,,,,,53,68
248575,D. Kother,Dominik Kother,19,180,67,Germany,Karlsruher SC,Right,ST,66,53,34,51,21,45,,,,,,,53,68
248791,J. Burban,Junior Burban,19,182,80,France,FC Lorient,Right,ST,60,53,37,50,18,55,,,,,,,53,68
251391,C. Leonhard,Carl Leonhard,18,185,80,Germany,SV Darmstadt 98,Right,GK,,,,,,,53,54,53,54,23,56,53,68
251525,H. Teruyama,照山 颯人,18,182,70,Japan,Vegalta Sendai,Right,"CB, RB",59,35,51,48,52,53,,,,,,,53,68
251816,F. Honda,本田 風智,18,170,64,Japan,Sagan Tosu,Left,LM,62,41,48,57,34,45,,,,,,,53,68
252142,M. Petratos,Maki Petratos,18,178,77,Australia,Newcastle Jets,Right,ST,73,53,45,60,16,50,,,,,,,53,68
252241,D. Rouyard,Davy Rouyard,19,190,74,France,FC Girondins de Bordeaux,Right,GK,,,,,,,55,53,51,53,28,49,53,68
224322,K. Haug,Kjetil Haug,21,189,67,Norway,Vålerenga Fotball,Right,GK,,,,,,,54,50,49,55,45,53,53,67
238374,F. Barragán,Miguel Felipe Barragán Gómez,20,177,73,Colombia,Atlético Bucaramanga,Right,CAM,65,45,50,52,33,47,,,,,,,53,67
239893,C. Coxe,Cameron Coxe,20,180,70,Wales,Cardiff City,Right,RB,65,25,42,55,51,55,,,,,,,53,67
240813,J. Gibson,Jordan Gibson,21,178,80,England,Bradford City,Right,"LM, RM",66,51,46,58,24,38,,,,,,,53,67
242813,R. Strachan,Rob Strachan,18,180,70,England,Millwall,Right,CB,55,24,27,35,53,61,,,,,,,53,67
242987,S. Noreña,Santiago Noreña Galeano,20,182,70,Colombia,Envigado FC,Right,CB,56,25,26,34,54,58,,,,,,,53,67
244069,M. Schragl,Mario Schragl,20,189,83,Austria,Karlsruher SC,Right,GK,,,,,,,57,52,53,56,31,48,53,67
244495,D. Qela,Dilan Qela,20,177,75,Switzerland,Neuchâtel Xamax,Right,CM,65,41,51,57,49,49,,,,,,,53,67
246590,Y. Kasaï,Yann Kasaï,21,192,89,Switzerland,FC Zürich,Left,ST,59,48,39,47,25,69,,,,,,,53,67
246855,N. Iketaka,池高 暢希,19,173,63,Japan,Urawa Red Diamonds,Right,"CAM, RM",53,34,54,56,31,38,,,,,,,53,67
247134,R. Ishii,石井 綾,18,191,84,Japan,Urawa Red Diamonds,Right,GK,,,,,,,54,55,51,56,30,45,53,67
247416,K. Harada,原田 虹輝,18,169,60,Japan,Kawasaki Frontale,Right,"CAM, CM",61,40,49,61,32,37,,,,,,,53,67
251770,G. Cîmpanu,George Cîmpanu,18,172,65,Romania,FC Botoşani,Left,ST,56,54,38,51,20,42,,,,,,,53,67
251833,E. Zapata,Eduardo Zapata,19,177,72,Colombia,Deportivo Pasto,Right,ST,71,51,40,50,17,55,,,,,,,53,67
252251,T. Oluwa,Thomas Oluwa,18,179,82,Republic of Ireland,Shamrock Rovers,Right,"ST, LM, RM",74,49,42,49,20,63,,,,,,,53,67
252337,S. Lathouwers,Siebren Lathouwers,18,183,70,Belgium,Sint-Truidense VV,Right,"RB, LB, CDM",64,29,33,52,51,52,,,,,,,53,67
252459,A. Ratajczyk,Adam Ratajczyk,17,176,66,Poland,LKS Lodz,Right,CAM,66,45,48,56,25,43,,,,,,,53,67
228104,M. O'Connor,Michael O'Connor,20,188,89,Republic of Ireland,Waterford FC,Right,ST,61,52,36,53,23,52,,,,,,,53,66
240609,B. Seymour,Ben Seymour,20,175,63,England,Exeter City,Right,ST,72,51,35,55,20,54,,,,,,,53,66
240799,D. Zappella,Davide Zappella,21,180,75,Italy,Empoli,Right,RB,61,26,34,51,55,58,,,,,,,53,66
244132,L. Sedlak,Lukas Sedlak,19,187,79,Germany,FC Carl Zeiss Jena,Right,GK,,,,,,,52,51,53,58,25,49,53,66
244554,J. Dodd,James Dodd,18,178,66,England,Exeter City,Right,CM,69,42,50,55,42,51,,,,,,,53,66
244871,J. Randall,Joel Randall,19,175,66,England,Exeter City,Right,"LM, CF",74,46,44,56,27,47,,,,,,,53,66
247308,J. Nelson,John Nelson,20,177,73,United States,FC Dallas,Left,LB,59,27,42,52,51,54,,,,,,,53,66
247657,J. Wellers,Jan Wellers,19,179,80,Germany,VfL Bochum 1848,Right,CDM,57,36,49,52,50,55,,,,,,,53,66
248662,A. Linguet,Allan Linguet,19,176,68,France,Valenciennes FC,Right,"CB, RB",63,29,33,49,55,52,,,,,,,53,66
248797,L. Little,Luke Little,18,175,65,England,Walsall,Right,RB,72,33,41,51,50,58,,,,,,,53,66
251465,A. Lyska,Arthur Lyska,19,188,87,Germany,SV Wehen Wiesbaden,Right,GK,,,,,,,56,54,53,55,42,49,53,66
251617,A. Gigovic,Armin Gigovic,17,187,81,Sweden,Helsingborgs IF,Right,CAM,62,44,49,56,28,53,,,,,,,53,66
252227,F. Bloch,Florentin Bloch,19,190,78,France,Toulouse Football Club,Left,GK,,,,,,,53,59,54,53,23,43,53,66
252249,J. Berks,Joe Berks,19,172,60,England,Port Vale,Right,CM,71,49,50,58,36,53,,,,,,,53,66
239279,L. Krakowczyk,Łukasz Krakowczyk,21,178,69,Poland,Piast Gliwice,Right,ST,64,54,43,62,23,43,,,,,,,53,65
240358,S. Lusiusz,Sylwester Lusiusz,19,185,75,Poland,Cracovia,Right,CM,65,40,52,49,47,63,,,,,,,53,65
240814,J. Grodowski,Joel Grodowski,21,185,80,Germany,SC Preußen Münster,Right,ST,58,57,36,53,22,43,,,,,,,53,65
241691,S. Fielding,Sam Fielding,20,180,78,England,Barnsley,Right,CB,67,25,29,35,53,61,,,,,,,53,65
245585,N. Gutierrez,Nicolás Gutierrez,19,174,72,Chile,CD Palestino,Right,ST,48,50,46,56,21,51,,,,,,,53,65
246310,C. Cappis,Christian Cappis,19,185,72,United States,Hobro IK,Left,CM,64,38,48,54,47,58,,,,,,,53,65
247825,S. Thulin,Sander Thulin,20,183,75,Norway,Sarpsborg 08 FF,Right,GK,,,,,,,59,58,49,54,18,47,53,65
248731,S. Werni,Sander Werni,19,172,59,Norway,Vålerenga Fotball,Right,ST,61,55,37,53,17,37,,,,,,,53,65
252155,A. Voda,Alexandru Voda,20,176,72,Romania,FC Hermannstadt,Right,RM,73,44,47,53,23,42,,,,,,,53,65
238187,R. Nartey,Richard Nartey,20,184,78,England,Burton Albion,Right,"CB, RB",63,28,37,46,51,59,,,,,,,53,64
239428,A. Kräuchi,Alessandro Kräuchi,21,174,71,Switzerland,FC St. Gallen,Left,RW,67,41,50,57,48,46,,,,,,,53,64
240143,C. Măgerușan,Cristian Măgerușan,19,188,85,Romania,Bohemian FC,Right,ST,55,51,39,54,21,48,,,,,,,53,64
241099,L. Finochietto,Leandro Finochietto,22,186,77,Argentina,Argentinos Juniors,Right,GK,,,,,,,58,52,55,52,28,53,53,64
242814,T. Curran,Taylor Curran,18,183,73,England,Swindon Town,Left,CB,54,23,30,31,53,64,,,,,,,53,64
245034,Tian Xin,田鑫,21,178,69,China PR,Shandong Luneng TaiShan FC,Right,"RM, ST",66,40,48,53,42,54,,,,,,,53,64
246320,Dong Min Goh,Goh Dong Min,20,190,78,Korea Republic,Matsumoto Yamaga,Right,GK,,,,,,,55,51,50,59,36,43,53,64
248752,M. Dilmurat,迪力穆拉提·毛拉尼牙孜,21,172,65,China PR,Chongqing Dangdai Lifan FC SWM Team,Right,RM,73,49,49,51,26,44,,,,,,,53,64
251619,F. Sjöberg,Filip Sjöberg,19,184,77,Sweden,Helsingborgs IF,Right,"LM, CDM",67,34,48,55,46,57,,,,,,,53,64
252316,H. Ekdal,Hjalmar Ekdal,20,187,76,Sweden,Hammarby IF,Right,CB,56,27,35,32,53,57,,,,,,,53,64
252670,K. Al Ghuwainim,Khaled Al Ghuwainim,20,176,71,Saudi Arabia,Al Nassr,Right,CDM,60,39,49,51,46,62,,,,,,,53,64
234659,J. Gertsen,Jeppe Gertsen,22,188,79,Denmark,Silkeborg IF,Right,CB,54,30,33,34,52,56,,,,,,,53,63
234859,W. Duffy,Wallace Duffy,20,173,70,Scotland,St. Johnstone FC,Right,"RB, CB",61,35,51,55,53,45,,,,,,,53,63
236592,L. Johansson,Ludvig Johansson,21,184,76,Sweden,Falkenbergs FF,Right,CB,65,24,33,34,51,55,,,,,,,53,63
240160,A. Kaltner,Alexander Kaltner,19,175,72,Germany,SpVgg Unterhaching,Right,"ST, RM",65,49,45,59,24,48,,,,,,,53,63
240391,Feng Boxuan,冯博园,22,177,63,China PR,Guangzhou Evergrande Taobao FC,Right,RM,78,51,41,58,29,40,,,,,,,53,63
240531,M. Al Baqawi,Moataz Al Baqawi,21,180,74,Saudi Arabia,Al Taawoun,Right,GK,,,,,,,55,51,49,58,28,48,53,63
241326,Shi Xiaodong,施晓东,22,185,75,China PR,Shanghai SIPG FC,Right,GK,,,,,,,51,55,57,49,31,47,53,63
241329,Yu Hao,俞豪,21,185,67,China PR,Shanghai SIPG FC,Right,CB,69,23,32,33,51,60,,,,,,,53,63
241483,Lei Wenjie,雷文杰,22,184,80,China PR,Shanghai SIPG FC,Right,"ST, LW, CDM",71,51,46,55,21,54,,,,,,,53,63
247000,J. McClelland,Jason McClelland,22,175,70,Republic of Ireland,UCD AFC,Left,"LM, RM",64,45,51,55,30,45,,,,,,,53,63
247363,S. Jarovic,Senad Jarovic,21,195,90,Bosnia Herzegovina,SønderjyskE,Right,ST,46,49,36,50,22,67,,,,,,,53,63
248162,G. Sarria,Gabriel Sarria,19,178,74,Chile,CD Antofagasta,Left,CM,62,44,50,56,49,49,,,,,,,53,63
248244,N. Gourmat,Nacim Gourmat,21,183,67,France,Grenoble Foot 38,Right,CAM,63,38,58,50,35,59,,,,,,,53,63
248774,J. Mellish,Jon Mellish,21,188,73,England,Carlisle United,Left,CB,57,23,34,39,51,64,,,,,,,53,63
252335,L. Zamudio,Luis Zamudio,21,190,90,United States,Club América,Right,GK,,,,,,,55,59,56,52,25,52,53,63
252395,Liu Jing,刘径,22,175,70,China PR,Hebei China Fortune FC,Right,RB,62,27,40,45,53,58,,,,,,,53,63
252424,S. Abdullah,Salem Abdullah,20,189,66,United Arab Emirates,Al Ain FC,Left,LB,68,28,38,46,53,60,,,,,,,53,63
231273,B. Manosalva,Brayan Manosalva,21,185,78,Chile,CD Huachipato,Right,GK,,,,,,,53,48,52,58,22,51,53,62
233398,W. Henry,Will Henry,20,180,77,England,Swindon Town,Right,GK,,,,,,,58,53,50,55,22,46,53,62
241216,Y. Suzuki,铃木 吉竹,20,183,77,Japan,FC Tokyo,Left,"CM, CDM, CB",64,37,55,54,49,58,,,,,,,53,62
241305,Chen Weiming,陈伟铭,22,178,64,China PR,Guangzhou R&F FC,Right,"RB, LB",71,25,41,58,48,57,,,,,,,53,62
245427,M. Al Nakhli,Monther Al Nakhli,23,172,63,Saudi Arabia,Al Fateh,Left,RM,71,40,49,58,23,35,,,,,,,53,62
245494,A. Al Meqran,Abdullah Al Meqran,22,176,71,Saudi Arabia,Al Raed,Right,CAM,53,53,44,56,21,52,,,,,,,53,62
248499,M. Al Muwallad,Mansour Al Muwallad,22,187,82,Saudi Arabia,Al Taawoun,Right,ST,49,53,35,50,17,68,,,,,,,53,62
252537,N. Al Ghamdi,Nawaf Al Ghamdi,20,180,78,Saudi Arabia,Al Hilal,Right,GK,,,,,,,52,58,51,53,21,51,53,62
252801,A. Gudiño,Andres Gudiño,22,183,86,Mexico,Cruz Azul,Right,GK,,,,,,,57,54,52,58,23,44,53,62
223967,B. Babic,Boris Babic,21,180,74,Switzerland,FC St. Gallen,Right,ST,45,54,37,52,25,52,,,,,,,53,61
236416,P. Mucha,Patryk Mucha,21,178,65,Poland,Zagłębie Lubin,Right,CM,66,47,53,58,40,51,,,,,,,53,61
240393,Wen Jiabao,温家宝,20,180,72,China PR,Tianjin Quanjian FC,Left,LM,78,44,47,52,35,60,,,,,,,53,61
240567,T. Widdrington,Theo Widdrington,20,178,76,England,Bristol Rovers,Right,CM,65,42,54,51,43,49,,,,,,,53,61
247022,J. Widell Zetterström,Jacob Widell Zetterström,20,195,82,Sweden,Djurgårdens IF,Right,GK,,,,,,,56,50,58,55,22,49,53,61
247083,J. González,Jesús González,22,170,60,Panama,La Equidad,Right,RM,65,44,49,55,23,37,,,,,,,53,61
248714,Chen Fujun,Fujun Chen,21,180,73,China PR,Shenzhen FC,Left,CM,64,43,50,55,39,50,,,,,,,53,61
248724,L. Jiménez Jaimes,Luis Jiménez Jaimes,21,169,62,Colombia,América de Cali,Right,CM,62,35,49,55,44,49,,,,,,,53,61
248767,Alexandre Pimenta,A. Pimenta Flora Pimenta,20,184,75,Portugal,Venezia FC,Left,LW,62,54,49,57,25,39,,,,,,,53,61
252354,O. Novelo,Omar Novelo,21,174,69,Mexico,Tiburones Rojos de Veracruz,Right,CM,64,41,51,53,47,49,,,,,,,53,61
252417,Y. Samuel,Yosef Samuel,21,183,72,United States,Hobro IK,Right,"CM, ST",69,49,48,55,39,67,,,,,,,53,61
224562,Gan Chao,Chao Gan,24,175,69,China PR,Shenzhen FC,Left,"LB, CDM, RB",83,46,45,58,47,44,,,,,,,53,60
241293,Wang Min,王敏,24,193,85,China PR,Chongqing Dangdai Lifan FC SWM Team,Right,GK,,,,,,,55,49,50,56,28,48,53,60
245931,G. Vannucchi,Gianmarco Vannucchi,23,179,77,Italy,US Salernitana 1919,Right,GK,,,,,,,53,54,55,51,23,54,53,60
252803,D. Vega,Daiver Vega,23,174,72,Colombia,Unión Magdalena,Right,ST,56,55,34,46,21,56,,,,,,,53,60
225468,M. Bloomfield,Mason Bloomfield,22,191,75,England,Crawley Town,Right,ST,69,50,38,53,17,52,,,,,,,53,59
241338,Yan Zihao,晏紫豪,24,178,70,China PR,Tianjin Quanjian FC,Left,LB,63,27,30,51,52,63,,,,,,,53,59
245041,Zhu Chenjie,朱辰杰,18,186,80,China PR,Shanghai Greenland Shenhua FC,Right,CB,58,23,31,37,49,67,,,,,,,53,59
245401,Lee Dong Hee,이동희 Dong Hee Lee,22,181,72,Korea Republic,Jeju United FC,Right,CM,62,33,52,58,44,56,,,,,,,53,59
248764,J. Cowley,Jason Cowley,23,175,69,England,Stevenage,Right,ST,54,56,35,49,18,45,,,,,,,53,59
251111,Feng Boyuan,冯伯元,24,188,76,China PR,Jiangsu Suning FC,Right,ST,53,51,35,49,23,57,,,,,,,53,59
251853,S. D'Angelo,Santo D'Angelo,23,184,75,Italy,Livorno,Right,CM,60,46,58,53,39,44,,,,,,,53,59
252581,J. Linnet,Jacob Linnet,24,180,70,Denmark,AC Horsens,Right,CM,65,42,51,51,51,59,,,,,,,53,59
222612,M. Kelly,Michael Kelly,22,196,86,Republic of Ireland,Bohemian FC,Right,GK,,,,,,,54,53,50,53,36,53,53,58
228048,Sun Weizhe,孙伟哲,22,180,72,China PR,Beijing Renhe FC,Right,CDM,64,39,46,54,52,59,,,,,,,53,58
240270,Lee Hyun Woo,이현우 李炫雨,25,184,74,Korea Republic,Daegu FC,Right,GK,,,,,,,53,51,54,54,28,50,53,57
224681,Wen Zhixiang,温智翔,26,192,96,China PR,Henan Jianye FC,Right,GK,,,,,,,52,45,44,60,45,53,53,56
237167,R. Miura,三浦 龍輝,27,181,75,Japan,Júbilo Iwata,Right,GK,,,,,,,58,54,52,48,24,49,53,56
241294,Li Fang,李放,26,175,67,China PR,Chongqing Dangdai Lifan FC SWM Team,Right,RB,62,29,32,51,58,54,,,,,,,53,56
247003,Wei Jian,Jian Wei,28,186,80,China PR,Shenzhen FC,Right,GK,,,,,,,53,58,51,55,30,50,53,56
224548,Chen Junlin,陈俊林,26,184,79,China PR,Dalian YiFang FC,Right,GK,,,,,,,52,45,47,65,41,47,53,55
224650,Sun Kai,孙凯,28,178,72,China PR,Shanghai Greenland Shenhua FC,Left,LB,57,24,42,31,54,60,,,,,,,53,53
224695,Ge Zhen,Zhen Ge,32,179,72,China PR,Shenzhen FC,Right,"LB, RB, CB",65,28,31,51,54,51,,,,,,,53,53
240430,G. Poncet,Gastón Poncet,27,187,83,Uruguay,La Equidad,Left,ST,50,52,32,45,28,66,,,,,,,53,53
246312,Fabio Lopes,Fabio Lopes,17,175,59,Portugal,Oxford United,Right,ST,77,49,42,56,17,39,,,,,,,52,75
248492,J. Hill,James Hill,17,182,65,England,Fleetwood Town,Right,CB,54,22,28,29,52,59,,,,,,,52,75
248567,S. Anderson,Sebastian Anderson,16,175,64,United States,Colorado Rapids,Right,RB,61,32,43,53,48,51,,,,,,,52,75
243428,N. Jenssen,Nicolas Jenssen,17,183,75,Norway,Stabæk Fotball,Right,CB,59,25,32,35,51,55,,,,,,,52,74
246447,Nicolas Firmino,Elio Nicolas Firmino,18,180,70,Brazil,New England Revolution,Right,CAM,62,40,51,54,35,49,,,,,,,52,74
247430,F. Dymerski,Filip Dymerski,17,186,80,Poland,Lechia Gdańsk,Right,CB,58,27,29,30,52,61,,,,,,,52,74
250740,T. Bramble,TJ Bramble,18,187,72,Antigua & Barbuda,Gillingham,Right,"CM, CB",76,38,49,53,48,64,,,,,,,52,74
252884,D. Jefferies,Dom Jefferies,17,181,70,Wales,Newport County,Right,CDM,59,27,44,51,49,59,,,,,,,52,74
243891,M. Larsen,Mads Larsen,17,183,74,Denmark,Esbjerg fB,Right,CM,64,42,54,54,37,37,,,,,,,52,73
246662,K. Lofthouse,Kyran Lofthouse,18,180,65,England,Oxford United,Right,"RW, RWB",76,48,41,57,22,40,,,,,,,52,73
252252,P. Koller,Paul-Friedrich Koller,17,186,77,Austria,FC Admira Wacker Mödling,Right,CB,59,27,31,33,51,58,,,,,,,52,73
239594,J. Imbrechts,Joachim Imbrechts,17,180,68,Sweden,Sporting de Charleroi,Right,GK,,,,,,,57,50,53,57,27,45,52,72
244457,C. Henderson,Craig Henderson,18,173,67,Scotland,Livingston FC,Left,LM,70,42,48,55,23,34,,,,,,,52,72
245040,Jiang Shenglong,蒋圣龙,18,193,83,China PR,Shanghai Greenland Shenhua FC,Right,"CB, CDM",79,24,35,32,48,65,,,,,,,52,72
246654,R. Wikström,Rasmus Wikström,18,186,73,Sweden,IFK Göteborg,Right,CB,62,28,40,45,52,54,,,,,,,52,72
246681,I. El Mizouni,Idris El Mizouni,18,183,74,Tunisia,Ipswich Town,Right,CM,63,38,48,52,43,58,,,,,,,52,72
247490,J. Haahr,Jacob Haahr,17,182,70,Denmark,FC København,Right,CB,51,22,32,32,52,50,,,,,,,52,72
247520,E. Petignat,Esteban Petignat,19,177,70,Switzerland,BSC Young Boys,Right,"CM, CB",57,37,50,52,51,60,,,,,,,52,72
248131,Park Jung In,박정인 Jung In Park,18,178,70,Korea Republic,Ulsan Hyundai FC,Right,CAM,66,38,53,50,36,56,,,,,,,52,72
248175,M. Knudsen,Magnus Knudsen,18,183,69,Norway,Lillestrøm SK,Right,CAM,64,45,49,54,35,48,,,,,,,52,72
251580,Seo Jin Su,Jin Su Seo,18,183,71,Korea Republic,Jeju United FC,Right,ST,60,52,42,54,18,45,,,,,,,52,72
251689,N. Lang,Niklas Lang,17,184,75,Germany,TSV 1860 München,Right,"CB, CDM",61,22,30,39,51,57,,,,,,,52,72
251690,J. Rudoni,Jack Rudoni,18,185,71,England,AFC Wimbledon,Right,"CM, LM, RM",66,45,51,50,39,56,,,,,,,52,72
252502,D. Dudziński,Daniel Dudziński,17,181,72,Poland,Zagłębie Lubin,Right,CAM,62,45,49,58,35,48,,,,,,,52,72
252526,D. Males,Darian Males,18,185,76,Switzerland,FC Luzern,Left,ST,67,52,38,50,19,51,,,,,,,52,72
252586,S. Graham,Sonny Graham,17,185,69,England,Bolton Wanderers,Right,CM,61,39,50,51,43,55,,,,,,,52,72
240597,Z. Hemming,Zach Hemming,19,189,73,England,Middlesbrough,Right,GK,,,,,,,50,52,54,55,27,49,52,71
242240,L. D'Arrigo,Louis D'Arrigo,17,178,70,Australia,Adelaide United,Right,CM,62,40,48,55,32,50,,,,,,,52,71
246956,D. Drysdale,Declan Drysdale,19,184,69,England,Coventry City,Right,CB,68,26,40,34,50,61,,,,,,,52,71
248256,M. Sanyor,Meshari Sanyor,18,178,70,Saudi Arabia,Al Raed,Right,GK,,,,,,,51,50,50,53,30,51,52,71
250764,A. Antunes,Alexis Antunes,18,181,71,Switzerland,Servette FC,Right,CAM,60,46,46,59,32,44,,,,,,,52,71
238994,C. Lyle,Curtis Lyle,19,183,78,Scotland,Kilmarnock,Right,GK,,,,,,,54,53,55,50,25,49,52,70
243369,J. Harboe,Jonathan Harboe,19,178,69,Denmark,Odense Boldklub,Right,CM,64,45,51,56,42,44,,,,,,,52,70
243539,K. Yakob,Kevin Yakob,18,184,77,Sweden,BK Häcken,Right,CM,69,41,47,52,43,61,,,,,,,52,70
246007,R. Teague,Ryan Teague,17,175,74,Australia,Sydney FC,Left,CDM,60,32,47,52,47,56,,,,,,,52,70
247491,M. Anbo,Magnus Anbo,18,185,78,Denmark,Aarhus GF,Right,RB,69,27,39,43,49,57,,,,,,,52,70
248124,M. Stępień,Mateusz Stępień,17,184,76,Poland,Arka Gdynia,Right,RM,67,48,49,50,24,51,,,,,,,52,70
248551,T. Stabell,Tomas Stabell,17,167,54,Norway,Tromsø IL,Right,CM,70,39,50,56,42,42,,,,,,,52,70
248736,S. Skogen,Sondre Skogen,18,180,70,Norway,Rosenborg BK,Right,CB,66,24,27,31,53,55,,,,,,,52,70
252509,M. Wędrychowski,Marcel Wędrychowski,17,172,67,Poland,Pogoń Szczecin,Left,LM,66,48,47,53,27,41,,,,,,,52,70
239190,E. Arnebrott,Erik Johannes Arnebrott,20,196,79,Norway,Viking FK,Right,GK,,,,,,,55,53,56,59,33,48,52,69
240102,J. Cuero,Jhan Carlos Cuero Solis,19,177,70,Colombia,La Equidad,Right,CM,62,40,47,55,49,58,,,,,,,52,69
243368,Y. Contreras,Yeferson Andrés Contreras Villamizar,19,178,72,Colombia,América de Cali,Right,ST,62,52,42,54,29,53,,,,,,,52,69
244752,J. Olstad,Johan Olstad,17,178,68,Norway,Sarpsborg 08 FF,Right,ST,68,49,40,56,19,40,,,,,,,52,69
246315,L. Smyth,Liam Smyth,17,178,72,Northern Ireland,Stevenage,Right,ST,72,53,38,51,20,52,,,,,,,52,69
246467,A. Youssef,Ali Youssef,18,182,74,Sweden,BK Häcken,Right,CM,65,48,49,57,33,54,,,,,,,52,69
246777,O. Pettersson,Oscar Pettersson,19,178,65,Sweden,Djurgårdens IF,Right,ST,78,49,34,51,18,43,,,,,,,52,69
251219,D. Burns,Darragh Burns,16,176,62,Northern Ireland,St. Patrick's Athletic,Right,"RM, LM",68,45,47,52,33,41,,,,,,,52,69
225938,K. Gourlay,Kyle Gourlay,20,183,71,Scotland,Hamilton Academical FC,Right,GK,,,,,,,52,47,57,51,44,52,52,68
237205,A. Maynard-Brewer,Ashley Maynard-Brewer,20,187,73,Australia,Charlton Athletic,Right,GK,,,,,,,54,46,56,47,22,55,52,68
242623,O. Björtuft,Odin Luras Björtuft,20,185,75,Norway,Odds BK,Right,CB,54,25,28,35,50,64,,,,,,,52,68
243915,S. McNamee,Shane McNamee,18,175,70,Republic of Ireland,Derry City,Right,"CAM, CM",60,44,50,51,35,41,,,,,,,52,68
244351,T. Romboli,Thomas Romboli,20,191,80,Italy,Livorno,Right,GK,,,,,,,56,55,54,48,19,53,52,68
245043,Zhou Junchen,周俊辰,19,172,68,China PR,Shanghai Greenland Shenhua FC,Right,"ST, LW",83,46,41,56,18,46,,,,,,,52,68
245090,L. Beckemeyer,Laurenz Beckemeyer,19,182,75,Germany,VfL Osnabrück,Right,GK,,,,,,,57,55,51,56,35,44,52,68
245512,G. Iannucci,Gianluca Iannucci,18,167,60,Australia,Melbourne City FC,Right,"RM, LM, CAM",69,48,49,54,24,35,,,,,,,52,68
246331,H. Hauso,Harald Martin Hauso,18,174,73,Norway,Vålerenga Fotball,Right,CB,56,29,30,35,54,55,,,,,,,52,68
247812,N. Anspach,Niclas Anspach,18,179,70,Germany,SpVgg Unterhaching,Right,"CAM, CM",67,38,51,51,30,53,,,,,,,52,68
247838,A. Sagbakken,Aristide Mutula Sagbakken,18,181,75,Norway,Mjøndalen IF,Right,CDM,65,33,48,48,50,54,,,,,,,52,68
248460,J. Simmons,Jack Simmons,17,178,68,Australia,Newcastle Jets,Right,CM,64,43,50,56,39,40,,,,,,,52,68
250777,E. Hejer,Erik Hejer,17,181,68,Norway,Mjøndalen IF,Right,GK,,,,,,,53,58,48,52,21,53,52,68
250828,T. Wålemark,Teodor Wålemark,18,190,88,Sweden,BK Häcken,Right,CB,58,23,30,34,52,55,,,,,,,52,68
250975,C. Karatas,Can Karatas,18,180,71,Turkey,Bayern München II,Right,"RW, ST, LW",61,49,39,59,26,52,,,,,,,52,68
251282,B. Lashley,Bradley Lashley,18,185,77,England,Northampton Town,Right,GK,,,,,,,53,56,47,54,26,48,52,68
251559,R. Duncan,Reuben Duncan,18,174,63,England,Millwall,Right,CM,65,46,54,54,38,41,,,,,,,52,68
251652,A. Mujanic,Amel Mujanic,18,180,74,Sweden,Malmö FF,Right,CM,67,43,50,59,40,41,,,,,,,52,68
251904,J. Schelfhout,Jordi Schelfhout,18,185,70,Belgium,KV Oostende,Left,GK,,,,,,,57,51,54,58,30,41,52,68
252493,D. Nreca-Bisinger,David Nreca-Bisinger,17,187,78,Kosovo,SG Sonnenhof Großaspach,Left,GK,,,,,,,56,50,49,58,22,44,52,68
252733,N. Bergmark,Niclas Bergmark,17,191,77,Sweden,Örebro SK,Right,"CB, CDM",58,25,35,40,49,60,,,,,,,52,68
242165,R. Hauge,Runar Hauge,17,175,70,Norway,FK Bodø/Glimt,Right,CM,65,47,50,56,49,48,,,,,,,52,67
242211,H. Woods,Henry Woods,19,187,73,England,Gillingham,Right,"CAM, CM, ST",68,50,50,49,44,65,,,,,,,52,67
